Binding Energy [eV],Pass No.,Time_per_step [s],Counts,Counts_per_milli [/ms],U6_DAC0_Voltage [V],MAX5216_DAC_Voltage [V]
0.0,1.0,5.003255844116211,1188.0,0.237445,2.982565,3.0
500.0,1.0,5.002443075180054,1286.0,0.257074,1.979415,3.0
1000.0,1.0,5.003231525421143,1391.0,0.27802,0.976265,3.0
0.0,2.0,5.00244402885437,1272.0,0.254276,2.982565,3.0
500.0,2.0,5.002300024032593,1252.0,0.250285,1.979415,3.0
1000.0,2.0,5.0020527839660645,1210.0,0.241901,0.976265,3.0
