Binding Energy [eV],Pass No.,Time_per_step [s],Counts,Counts_per_milli [/ms],U6_DAC0_Voltage [V],MAX5216_DAC_Voltage [V]
0.0,1.0,1.0001115798950195,326.0,0.325964,2.982565,3.0
